premise,hypothesis,label
An unnamed third party does receive unspecified information about you for marketing purposes. You can choose not to use the service or feature for the collection or sharing of your information.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Neutral
Another part of the company or institution does receive your unspecified personal information for marketing purposes. You can opt out by contacting the company for the collection or sharing of your information.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Contradiction
The public does see unspecified information about you for an additional (non-basic) service or feature. You can opt in for data collection for the collection or sharing of your information.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Contradiction
An unspecified third party does receive unspecified information about you for a basic service or feature. This applies to users with accounts. You can opt in for data collection for the collection or sharing of your information.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Neutral
"The site collects your generic personal information for marketing purposes. Collection happens on the website, and your data is identifiable. You can choose not to use the service or feature for the collection and use of your information.","that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Contradiction
The site collects your contact information for advertising. Collection happens when you implicitly provide information by an unnamed service or third party. You can configure your privacy with user settings provided by the site.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Contradiction
Other users does receive your unspecified personal information for an additional (non-basic) service or feature. You can opt in for data collection for the collection or sharing of your information.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Neutral
The site collects your contact information for advertising. Collection happens when you explicitly provide information by some means outside of our label scheme. You can configure your privacy using a method outside our label scheme.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Neutral
The site collects your generic personal information for an additional (non-basic) service or feature. Collection happens by an unnamed service or third party. You can choose not to use the service or feature.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Neutral
The site collects your contact information for an unspecified purpose. Collection happens when you explicitly provide information in an unspecified way. You can configure your privacy using a method outside our label scheme for the collection and use of your information.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Contradiction
The site collects your unspecified information for an unspecified purpose. Collection happens when you implicitly provide information in an unspecified way. You can configure your privacy with user settings provided by the site for the use of your information.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Neutral
Another part of the company or institution does receive your unspecified personal information for marketing purposes. You can opt in for data collection for the collection or sharing and use of your information.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Contradiction
The public does receive your unspecified personal information for an unspecified purpose. You can opt in for data collection.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Neutral
The site collects your contact information for an unspecified purpose. Collection happens when you implicitly provide information by some means outside of our label scheme. You can configure your privacy using a method outside our label scheme.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Neutral
The site collects your generic personal information for an additional (non-basic) service or feature. Collection happens on the website. You can choose not to use the service or feature.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Contradiction
The site collects your contact information for marketing purposes. Collection happens when you explicitly provide information by some means outside of our label scheme for users with accounts. You can opt out by contacting the company for the use of your information.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Contradiction
The public does see information about you not covered by our label scheme for an additional (non-basic) service or feature. You can opt in for data collection for the collection or sharing of your information.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Contradiction
The site collects your contact information for service operations or security. Collection happens when you implicitly provide information in an unspecified way. You can configure your privacy using a method outside our label scheme for the use of your information.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Contradiction
The site collects your generic personal information for an unspecified purpose. Collection happens by other parts of the company or affiliates.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Neutral
The site collects your contact information for an unspecified purpose. Collection happens in an unspecified way. You can opt out by contacting the company.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Contradiction
The site collects your unspecified information for an unspecified purpose. Collection happens when you implicitly provide information on the website. You can configure your privacy with user settings provided by the site.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Contradiction
"The site collects your unspecified information for an additional (non-basic) service or feature. Collection happens when you implicitly provide information on other websites, and your data is aggregated or anonymized. You can configure your privacy using a method outside our label scheme for the collection and use of your information.","that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Neutral
"The site collects your contact information for an unspecified purpose. Collection happens when you explicitly provide information in an unspecified way, and your data is identifiable. You can configure your privacy using a method outside our label scheme.","that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Neutral
The site collects your contact information for an unspecified purpose. Collection happens when you explicitly provide information on the website. You can configure your privacy using a method outside our label scheme.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Neutral
"The site collects your contact information for a purpose outside of our label scheme. Collection happens when you explicitly provide information on the website, and your data is identifiable. You can opt out using the provided link for the use of your information.","that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Contradiction
The site collects your contact information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information on the website for a user type outside of our label scheme. You can configure your privacy using a method outside our label scheme for the collection and use of your information.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Neutral
"The site does not collect your unspecified information for a basic service or feature. Collection happens when you implicitly provide information on the website, and your data is identifiable. You can configure your privacy with browser settings for the collection of your information.","that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Neutral
The site collects your contact information for service operations or security. Collection happens in an unspecified way. You can opt out using the provided link for the use of your information.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Contradiction
The public does see unspecified information about you for marketing purposes. This applies to users with accounts. You can opt in for data collection.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Neutral
"The site collects your generic personal information for an unspecified purpose. Collection happens when you explicitly provide information on the website, and your data is identifiable. You can choose not to use the service or feature.","that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Contradiction
Another part of the company or institution does receive your unspecified personal information for an unspecified purpose. The data is personally identifiable. You can opt out by contacting the company for the collection or sharing and use of your information.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Contradiction
The site collects your contact information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information in an unspecified way. You can opt out using the provided link for the collection of your information.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Contradiction
"The site collects your generic personal information for marketing purposes. Collection happens on the website, and your data is identifiable. You can choose not to use the service or feature for the collection of your information.","that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Contradiction
Another part of the company or institution does receive unspecified information about you for marketing purposes. The data is personally identifiable. You can opt out by contacting the company for the collection or sharing of your information.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Contradiction
The site collects your contact information for a purpose outside of our label scheme. Collection happens when you explicitly provide information on the website. You can configure your privacy using a method outside our label scheme for the collection and use of your information.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Neutral
"The site collects your generic personal information for marketing purposes. Collection happens when you explicitly provide information in an unspecified way, and your data is identifiable. You can choose not to use the service or feature for the collection and use of your information.","that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Neutral
The site collects your generic personal information for an unspecified purpose. Collection happens when you explicitly provide information on the website. You can choose not to use the service or feature for the collection of your information.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Contradiction
The site collects your contact information for a purpose outside of our label scheme. Collection happens on the website. You can configure your privacy using a method outside our label scheme.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Neutral
The site collects your contact information for a basic service or feature. Collection happens on the website. You can opt out using the provided link.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Contradiction
"The site collects your financial information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information in an unspecified way, and your data's identifiability is not covered by our label scheme. You can configure your privacy using a method outside our label scheme for the collection and use of your information.","that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Neutral
The site collects your financial information for a basic service or feature. Collection happens when you explicitly provide information by some means outside of our label scheme. You can configure your privacy with third-party user settings for the collection of your information.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Contradiction
The site collects your unspecified information for service operations or security. Collection happens on the website. You can choose not to use the service or feature.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Neutral
An unspecified third party does receive unspecified information about you for an unspecified purpose. You can configure your privacy using a method outside our label scheme for the collection or sharing of your information.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Neutral
The site collects your contact information for an unspecified purpose. Collection happens on the website. You can choose not to use the service or feature.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Neutral
"The site collects your contact information for marketing purposes. Collection happens when you explicitly provide information on the website, and your data is identifiable. You can opt out using the provided link.","that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Contradiction
The site collects your contact information for marketing purposes. Collection happens in an unspecified way. You can choose not to use the service or feature for the use of your information.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Contradiction
The site collects your contact information for marketing purposes. Collection happens on the website. You can configure your privacy with user settings provided by the site for the use of your information.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Contradiction
An unnamed third party does not receive unspecified information about you for an additional (non-basic) service or feature. This applies to users with accounts. You can opt in for data collection for the collection or sharing of your information.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Neutral
"The site collects your generic personal information for advertising. Collection happens on the website, and your data is identifiable. You can choose not to use the service or feature.","that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Contradiction
The site collects your generic personal information for an unspecified purpose. Collection happens when you implicitly provide information in an unspecified way. You can choose not to use the service or feature.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Neutral
Another part of the company or institution does receive information about you not covered by our label scheme for an unspecified purpose. You can opt in for data collection for the collection or sharing of your information.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Neutral
The site collects your generic personal information for marketing purposes. Collection happens in an unspecified way. You can make a choice about the use of your information.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Contradiction
"You can opt out (via a link) from the use of generic personal information by a third party, which collects or receives it for an unspecified purpose.","that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Neutral
"The site collects your contact information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information on the website for a user type outside of our label scheme, and your data is identifiable. You can configure your privacy using a method outside our label scheme for the collection and use of your information.","that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Neutral
An unnamed third party does not receive your unspecified personal information for an unspecified purpose. You can configure your privacy using a method outside our label scheme for the collection or sharing and use of your information.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Neutral
The site collects your contact information for marketing purposes. Collection happens by some means outside of our label scheme. You can opt out by contacting the company for the collection and use of your information.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Neutral
The site collects your generic personal information for an unspecified purpose. Collection happens when you explicitly provide information by other websites. You can choose not to use the service or feature for the collection of your information.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Neutral
Another part of the company or institution does receive information about you not covered by our label scheme for marketing purposes. You can opt in for data collection for the collection or sharing of your information.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Contradiction
The site collects your contact information for marketing purposes. Collection happens when you explicitly provide information by some means outside of our label scheme for users with accounts. You can opt out using the provided link for the use of your information.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Contradiction
"The site collects your contact information for service operations or security. Collection happens when you explicitly provide information in an unspecified way, and your data is identifiable. You can configure your privacy using a method outside our label scheme for the use of your information.","that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Neutral
The site collects your unspecified information for an unspecified purpose. Collection happens by an unnamed service or third party. You can choose not to use the service or feature for the collection of your information.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Neutral
The site collects your generic personal information for marketing purposes. Collection happens when you explicitly provide information on the website. You can choose not to use the service or feature for the collection of your information.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Contradiction
The site collects your unspecified information for an unspecified purpose. Collection happens when you explicitly provide information in an unspecified way. You can configure your privacy using a method outside our label scheme.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Neutral
The site collects your contact information for advertising. Collection happens in an unspecified way. You can choose not to use the service or feature for the use of your information.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Neutral
The site collects your generic personal information for an unspecified purpose. Collection happens on the website.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Neutral
"The site collects your contact information for a basic service or feature. Collection happens in an unspecified way, and your data is identifiable. You can configure your privacy with user settings provided by the site for the use of your information.","that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Contradiction
The site collects your financial information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information in an unspecified way. You can configure your privacy using a method outside our label scheme.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Neutral
The site collects your contact information for a basic service or feature. Collection happens in an unspecified way for users with accounts. You can configure your privacy with user settings provided by the site for the use of your information.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Contradiction
"The site collects something that uniquely identifies you for an additional (non-basic) service or feature. Collection happens when you explicitly provide information in an unspecified way, and your data is identifiable. You can configure your privacy using a method outside our label scheme for the collection and use of your information.","that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Neutral
The site collects your generic personal information for a basic service or feature. Collection happens in an unspecified way. You can choose not to use the service or feature for the use of your information.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Contradiction
The site collects your unspecified information for legal requirements. Collection happens on the website for users without accounts.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Neutral
"The site collects your contact information for legal requirements. Collection happens when you implicitly provide information by an unnamed service or third party, and your data is identifiable.","that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Contradiction
The public does see your unspecified personal information for an additional (non-basic) service or feature. This applies to users with accounts. The data is personally identifiable. You can opt in for data collection for the collection or sharing of your information.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Contradiction
The site collects your generic personal information for an unspecified purpose. Collection happens by other parts of the company or affiliates. You can make a choice about the collection of your information.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Contradiction
The site collects your unspecified information for a basic service or feature. Collection happens when you implicitly provide information on the website. You can configure your privacy with browser settings for the collection of your information.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Neutral
The site collects your contact information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information in an unspecified way. You can configure your privacy with user settings provided by the site.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Contradiction
The public does do something outside of our label scheme with unspecified information about you for an unspecified purpose. You can opt in for data collection for the collection or sharing and use of your information.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Neutral
"The site collects your unspecified information for an unspecified purpose. Collection happens by some means outside of our label scheme, and your data is aggregated or anonymized. You can configure your privacy using a method outside our label scheme for the use of your information.","that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Neutral
"The site collects your generic personal information for marketing purposes. Collection happens when you explicitly provide information on the website, and your data is identifiable. You can choose not to use the service or feature for the collection of your information.","that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",Contradiction
